,osrm_distance,osrm_duration
27623,2782.8,313.8
27624,2706.5,381.8
27625,4860.7,498.5
27626,5415.1,494.8
27627,1575.5,212.8
27628,1084.6,162.8
27629,21755.9,1439.4
27630,3308.4,294.4
27631,3019.7,399.7
27633,29482.7,1875.1
27634,3108.9,370.7
27635,7370.6,725.6
27636,1366.8,157.1
27637,5404.9,492.4
27638,4090.3,407.9
27639,21949.2,1225.4
27640,2579.6,319.9
27641,2114.4,232.6
27642,4932.6,499.5
27643,2802.6,372.4
27644,1143.9,168.2
27645,3996.6,487.2
27646,28815.3,1951.9
27647,3964.7,379.8
27648,7754.7,754.1
27649,22481.6,1363.0
27650,1663.9,229.7
27651,2123.5,238.1
27652,2850.3,352.1
27653,22733.2,1215.7
27654,4253.0,544.1
27655,28821.1,1773.9
27656,16474.9,1098.2
27657,1248.8,168.1
27658,2003.0,180.6
27659,14498.7,918.6
27660,1979.7,237.5
27661,3733.5,335.5
27662,2884.8,357.9
27663,1778.7,239.4
27664,2960.2,408.9
27665,1660.5,238.5
27666,5850.7,600.6
27667,2143.9,291.3
27668,4183.3,539.5
27669,2145.5,274.1
27670,1048.3,148.6
27671,4366.1,422.1
27672,11845.7,1060.0
27673,5666.6,732.3
27674,1830.6,182.9
27675,147.7,21.0
27676,6005.4,677.6
27677,1839.0,228.2
27678,1160.1,107.2
27679,2639.2,301.3
27680,1942.9,194.0
27681,2425.7,206.2
27682,9886.7,975.8
27683,4419.1,502.4
27684,1435.4,197.5
27685,4368.0,479.8
27686,3734.1,401.9
27687,1404.4,154.9
27688,1625.9,217.1
27689,7301.7,740.9
27690,746.3,111.5
27691,7868.3,894.2
27692,3766.3,519.3
27693,1286.5,152.7
27694,9790.1,798.7
27695,4433.4,484.0
27696,1298.0,178.0
27697,2086.9,291.3
27698,1920.0,261.7
27699,3467.3,422.1
27700,1132.9,156.8
27701,7683.6,621.8
27702,2825.9,392.5
27703,883.7,105.3
27704,3983.3,460.2
27705,4776.5,472.1
27706,2947.9,350.2
27707,1444.0,174.4
27708,2527.8,331.6
27709,2325.3,328.6
27710,6346.7,749.0
27711,8277.3,669.1
27712,7304.6,695.5
27713,6547.4,746.0
27714,7100.3,752.6
27715,10086.2,852.2
27716,31836.2,2058.7
27717,4059.8,548.1
27718,1161.5,138.8
27719,4148.0,431.1
27720,4986.2,516.8
27721,2058.1,254.9
27722,2689.8,262.6
27723,709.7,98.5
27724,909.1,130.9
27725,1618.7,213.2
27726,10285.5,675.5
27727,1561.6,205.0
27728,1641.0,205.9
27729,12060.0,1006.5
27730,2638.7,336.2
27731,2107.0,265.6
27732,22538.1,1286.3
27733,3625.3,402.4
27734,2801.8,364.6
27735,5185.6,452.5
27736,2113.6,293.2
27737,1579.0,216.9
27738,2854.1,306.0
27739,854.7,92.9
27740,1222.9,144.4
27741,793.5,115.0
27742,10759.5,1056.5
27743,2169.9,329.1
27744,989.8,166.3
27745,4042.7,614.5
27746,940.6,110.6
27747,740.7,116.9
27748,3614.6,384.2
27749,990.3,138.2
27750,28772.4,1903.0
27751,1046.2,142.1
27752,7734.3,798.8
27753,3750.2,405.9
27754,2601.0,362.3
27755,2731.4,343.4
27756,10823.7,1020.1
27758,15885.5,1218.2
27759,2009.1,306.3
27760,1626.6,169.9
27761,1947.0,265.2
27762,780.6,142.4
27763,4207.0,579.9
27764,4926.2,523.5
27765,811.0,107.7
27766,1578.8,200.0
27767,1360.4,137.0
27768,6371.2,667.6
27769,2436.8,321.1
27770,1989.4,266.5
27771,1752.0,252.9
27772,1079.2,97.5
27773,23330.3,1286.1
27774,7208.3,621.4
27775,1177.8,115.8
27776,2470.9,281.6
27777,801.3,135.9
27778,3360.9,438.6
27779,2878.0,413.2
27780,1105.9,170.1
27781,15151.6,1251.1
27782,1754.7,234.9
27783,5924.1,580.7
27784,6567.6,526.5
27785,4841.4,499.0
27786,4249.0,436.6
27787,966.9,124.6
27788,2971.4,334.1
27789,6685.4,614.1
27790,6125.2,570.7
27791,1813.0,189.2
27792,6518.9,778.3
27793,2166.7,276.9
27794,1344.3,193.0
27795,1367.5,228.0
27796,2366.8,328.2
27797,1021.2,148.4
27798,2494.7,368.8
27799,4147.7,396.4
27800,18094.2,990.8
27801,4200.9,515.9
27802,2798.5,365.2
27803,8120.8,877.0
27804,2934.7,417.5
27805,3572.1,354.7
27806,1460.9,193.4
27807,16412.2,902.8
27808,984.1,131.0
27809,4094.6,557.9
27810,5485.2,570.3
27811,883.1,89.9
27812,21947.5,1199.4
27813,4055.1,460.2
27814,4777.2,430.0
27815,4440.3,576.8
27816,18120.0,1286.5
27817,2180.4,283.8
27818,2439.3,288.9
27819,12907.8,1020.8
27820,2187.4,315.1
27821,2447.6,332.0
27822,26457.4,1866.9
27823,2502.1,342.9
27824,1080.9,156.0
27825,1215.7,206.9
27826,1859.8,206.0
27827,449.6,58.2
27828,4154.2,561.2
27829,566.9,91.6
27830,1335.1,144.1
27831,4151.1,413.4
27832,1267.3,123.6
27833,3733.2,466.8
27834,5811.1,553.0
27835,1985.0,201.7
27836,6494.0,647.5
27837,3682.5,441.2
27838,1992.7,272.5
27839,2546.3,254.5
27840,1830.1,248.0
27841,7474.4,858.2
27842,1123.6,161.2
27843,5434.8,436.1
27844,27568.2,1625.9
27845,551.8,73.9
27846,7905.3,946.7
27847,3687.8,411.2
27848,5411.9,646.7
27849,29037.9,1919.6
27850,13718.4,949.3
27851,1656.0,231.9
27852,12784.6,990.0
27853,3705.8,379.8
27854,1210.8,149.3
27855,7356.9,813.2
27856,1158.2,120.5
27857,4162.7,450.4
27858,11467.9,896.6
27860,8137.3,982.8
27861,3197.5,407.5
27862,1510.2,222.0
27863,1642.3,194.9
27864,2906.3,290.1
27865,1728.8,220.9
27866,8319.0,656.5
27867,3553.7,402.7
27868,3441.9,485.8
27869,1863.1,187.7
27870,6942.8,673.7
27871,1979.9,189.5
27872,2787.6,357.2
27873,19979.8,1466.9
27874,3114.6,466.7
27875,2418.4,277.3
27876,12146.9,1087.0
27877,2366.3,258.9
27878,24205.9,1517.8
27879,3957.6,435.4
27880,2973.1,408.7
27881,3857.1,402.7
27882,2860.6,311.7
27883,4643.5,410.5
27884,2651.0,244.5
27885,3591.7,378.7
27886,5116.4,650.8
27887,1695.3,220.5
27888,6459.4,624.6
27890,2305.7,317.0
27891,5742.2,635.0
27892,4823.9,501.4
27893,417.5,57.0
27894,2874.7,367.0
27895,2847.4,347.5
27896,2091.6,284.7
27897,3494.5,336.4
27898,12574.9,1050.1
27899,2967.4,328.5
27900,9626.7,957.1
27901,1792.9,232.1
27902,3239.6,288.5
27903,2509.3,326.6
27904,5336.2,563.3
27905,4970.3,501.2
27906,4206.4,483.1
27907,2452.5,286.7
27908,26943.6,1556.5
27909,2556.5,274.6
27910,6233.1,591.4
27911,6455.5,620.1
27912,1952.3,271.4
27914,3522.7,366.4
27915,850.3,102.9
27916,1551.8,226.3
27917,2376.4,268.8
27918,2239.8,311.6
27920,2711.2,329.6
27922,1384.3,173.5
27923,3471.4,422.4
27924,6303.0,745.2
27925,17879.4,1359.7
27926,1680.9,213.1
27927,9446.4,820.4
27928,1429.3,188.8
27929,3090.4,469.1
27930,2194.0,312.0
27931,1473.6,180.5
27932,5383.8,509.6
27933,17249.1,1135.5
27934,15107.0,1209.6
27935,664.4,86.4
27936,1651.9,225.0
27937,1272.3,161.4
27938,1453.8,190.5
27939,5331.8,554.1
27940,1428.2,195.5
27941,5404.6,640.7
27942,3337.8,439.5
27943,2536.1,345.3
27944,2224.7,301.7
27945,4561.1,429.1
27946,6548.0,777.5
27947,27044.0,1726.7
27948,1785.2,222.8
27949,4047.7,475.0
27950,4588.4,532.1
27951,3113.3,413.4
27952,1918.0,211.6
27953,2035.3,261.2
27954,688.6,82.9
27957,2141.5,356.2
27958,4126.8,546.5
27959,1310.4,151.8
27960,784.4,97.7
27961,2273.9,294.2
27962,5095.6,618.3
27963,1648.4,247.9
27964,2034.3,279.9
27966,3613.6,401.3
27968,2137.1,308.7
27969,1346.9,186.3
27970,3008.4,347.5
27971,1513.8,211.4
27972,3827.5,509.7
27973,5712.0,653.2
27974,3312.5,406.0
27975,1107.6,152.4
27976,8859.9,918.3
27977,2885.3,342.8
27978,41128.1,2215.5
27979,9533.0,752.1
27980,3026.4,396.4
27981,4368.1,389.5
27982,2674.3,379.6
27983,1410.6,191.5
27984,22270.9,1335.3
27985,1290.0,178.1
27987,3589.4,321.9
27988,2285.4,328.4
27989,4123.9,460.3
27990,1505.8,209.4
27991,1797.7,253.9
27992,4680.6,489.7
27993,1140.0,182.7
27994,29245.9,1791.6
27995,23406.6,1403.5
27996,9404.9,679.4
27997,3260.6,432.1
27998,5972.5,604.2
27999,2712.4,339.5
28000,2645.2,352.0
28001,8004.5,931.3
28003,4912.5,575.0
28004,2307.8,268.7
28005,1393.8,231.1
28006,2409.9,265.0
28008,10903.1,988.7
28009,1426.7,200.4
28010,4091.7,466.0
28012,883.1,116.3
28013,4688.1,522.6
28014,10314.3,883.4
28015,3648.4,454.3
28016,19207.9,1235.2
28017,2011.1,251.5
28019,4911.2,641.7
28020,1701.1,235.3
28022,2060.9,282.1
28023,8363.5,963.2
28024,1419.8,195.2
28025,2175.0,302.6
28027,2994.3,334.5
28028,14353.3,1130.0
28029,1413.6,170.1
28030,2740.6,382.8
28031,3547.5,561.9
28032,3470.4,537.9
28033,5428.6,613.1
28034,31195.7,1975.1
28035,2404.6,323.1
28036,2391.0,274.2
28037,3983.8,438.2
28038,1205.1,154.9
28039,6256.9,641.1
28040,3081.4,418.4
28041,13293.3,1090.3
28042,1654.1,194.4
28043,2654.8,243.7
28044,3906.1,423.9
28045,4925.7,509.0
28046,5561.0,704.6
28047,1807.0,250.6
28048,5478.2,455.8
28049,3405.2,337.5
28050,2231.7,249.1
28051,1780.4,199.9
28052,3780.5,402.0
28053,2963.8,293.2
28054,1804.8,240.2
28055,274.6,46.7
28056,2077.0,308.4
28057,1949.6,302.6
28058,2184.1,241.1
28059,3853.0,446.9
28060,429.7,74.4
28061,5424.5,695.3
28062,3168.9,363.6
28063,2755.8,261.3
28064,714.2,110.9
28065,3851.0,518.6
28066,1705.7,188.7
28067,2551.0,276.3
28068,2566.1,247.8
28069,2817.5,358.7
28070,1795.5,278.8
28071,4468.0,474.3
28072,2340.2,303.6
28073,2898.2,311.2
28074,2809.7,286.9
28075,3441.5,382.6
28076,2072.6,263.9
28077,1274.3,173.2
28078,6777.1,690.2
28079,1457.0,200.1
28080,9550.1,950.4
28081,3026.5,334.5
28082,3909.1,421.9
28083,1086.1,169.7
28084,3110.5,387.4
28085,5266.0,462.2
28086,2174.0,300.8
28087,4088.4,405.1
28088,4483.7,490.7
28089,1994.0,267.4
28090,1740.2,201.4
28091,4110.7,514.1
28092,1226.0,139.9
28093,869.2,109.0
28094,9526.2,769.2
28095,7962.1,921.8
28096,1491.3,222.5
28097,2160.2,191.1
28098,23830.4,1541.6
28099,5326.2,657.6
28100,19489.8,1613.1
28101,2915.6,303.2
28102,1937.2,253.3
28103,4766.5,544.2
28104,1152.6,150.4
28105,3733.2,357.7
28106,2706.0,354.3
28107,2662.2,319.2
28109,2403.6,199.7
28110,3960.1,449.7
28111,6106.2,605.5
28113,23998.4,1340.7
28114,1445.8,160.3
28115,23476.6,1426.0
28116,5591.8,619.9
28117,3208.7,457.6
28118,1705.0,232.9
28119,10058.8,1026.6
28120,2072.4,257.7
28121,5491.0,774.0
28122,2159.9,267.4
28123,3600.5,495.2
28124,2425.3,324.3
28125,9067.7,789.5
28126,5172.1,626.6
28127,713.2,55.7
28128,474.2,33.0
28129,2864.4,299.5
28130,1505.2,152.9
28131,668.3,91.0
28132,2238.1,265.8
28133,682.3,92.4
28134,5897.4,640.9
28135,4328.2,574.2
28136,2319.0,243.2
28137,1429.2,193.8
28138,3183.5,451.9
28139,5721.5,557.1
28140,914.8,82.0
28141,10531.2,902.3
28142,6798.2,697.9
28143,2824.9,386.6
28144,4229.5,582.3
28145,2002.2,179.2
28146,2809.8,431.8
28147,20351.7,1341.1
28148,1157.2,138.5
28149,6608.8,691.1
28150,2370.0,329.8
28151,2499.0,293.0
28152,1586.7,185.5
28153,2126.4,273.7
28154,1609.5,132.5
28155,2247.4,255.3
28156,11010.6,895.1
28158,1538.0,181.0
28159,3870.9,361.4
28160,2291.2,296.1
28161,2179.9,286.3
28162,1303.5,172.9
28163,2224.5,316.6
28164,9422.8,821.5
28165,568.1,71.6
28166,1445.0,204.0
28167,5680.8,627.8
28168,3943.0,481.8
28169,1270.1,148.0
28170,1782.9,253.4
28171,4693.9,492.1
28172,3443.4,380.2
28173,14579.4,1125.1
28174,30629.6,2162.4
28175,3041.4,265.3
28176,25337.9,1595.8
28177,3206.5,318.2
28178,4529.3,560.7
28179,2906.8,326.2
28181,1496.7,214.8
28182,1502.1,133.7
28183,629.6,68.3
28184,2694.6,354.1
28185,1673.8,219.8
28186,22769.1,1277.4
28187,27653.6,1725.0
28188,2558.3,264.6
28189,5453.7,599.5
28190,1326.0,124.3
28191,12721.7,930.5
28192,662.4,97.8
28193,1949.7,205.6
28194,2531.8,293.8
28195,1546.3,188.4
28196,12364.0,988.8
28197,29834.5,1925.0
28198,3860.1,530.0
28199,22630.4,1301.2
28200,3955.9,397.6
28201,6494.0,539.4
28202,1185.4,163.9
28203,1784.0,245.0
28204,6065.9,450.1
28205,5039.0,541.5
28206,1882.0,208.9
28207,2696.6,314.8
28208,3094.5,287.9
28209,1429.1,185.8
28210,7840.7,649.8
28211,2800.0,298.9
28212,1955.9,193.1
28213,23006.0,1483.7
28214,1867.4,258.8
28215,1902.3,239.7
28216,6455.7,645.1
28217,9009.9,801.3
28218,2810.5,328.6
28219,3004.0,278.1
28220,3633.0,422.6
28221,2181.0,284.1
28222,1399.1,151.8
28223,3528.4,412.8
28224,5612.4,648.6
28225,1473.0,159.7
28226,1300.8,178.2
28227,5507.4,632.9
28228,7636.9,701.2
28229,15865.1,1087.4
28230,4004.9,529.6
28231,4706.4,541.5
28232,622.2,85.7
28233,816.3,104.5
28234,2422.1,276.8
28235,1111.7,155.4
28236,3192.0,440.0
28237,4249.8,395.4
28238,4865.9,457.7
28239,3494.5,425.6
28240,6816.6,750.6
28241,1174.2,129.7
28242,5115.3,450.4
28243,3205.2,431.4
28244,14749.6,880.7
28245,3707.6,365.6
28247,9784.4,1058.4
28248,16905.1,1289.9
28249,3556.7,373.8
28250,20099.4,1642.9
28251,1204.5,175.0
28252,4400.0,428.1
28253,3923.7,406.3
28254,3542.7,422.3
28255,3116.2,390.1
28256,842.6,132.6
28257,3859.8,363.6
28258,808.9,131.2
28259,6681.3,825.2
28260,23483.7,1305.3
28261,2464.6,277.7
28262,1187.0,162.0
28263,2940.2,367.8
28264,2392.7,331.0
28265,4638.4,596.6
28267,7451.3,620.7
28268,1374.7,187.9
28269,2229.9,194.3
28270,2314.3,335.8
28271,1651.2,231.1
28272,2305.1,310.0
28273,2885.0,291.1
28274,1196.4,149.4
28275,903.4,123.4
28276,2208.6,271.5
28278,1569.7,252.3
28279,1500.0,193.1
28280,4833.1,529.1
28281,1542.1,212.6
28282,12569.7,1020.9
28283,6783.7,583.6
28285,5104.1,630.4
28286,2439.2,264.6
28287,2161.8,221.7
28288,1084.1,105.1
28289,1079.9,151.1
28290,1382.2,192.3
28291,1211.0,97.1
28292,2084.1,288.7
28293,22924.9,1258.6
28294,5572.0,539.9
28295,2063.1,231.8
28296,3849.0,485.6
28297,2560.4,287.0
28298,745.0,113.7
28299,12305.3,961.7
28300,6566.0,688.0
28301,18442.0,1583.9
28302,6054.6,764.7
28303,3146.9,415.5
28304,6644.2,647.8
28305,1467.2,155.1
28306,3215.5,428.8
28307,1703.3,249.8
28308,232.5,36.9
28309,1798.8,248.9
28310,1800.0,217.3
28311,2282.3,334.3
28312,7388.8,746.5
28313,870.6,115.9
28314,2382.9,302.5
28315,3222.0,307.9
28316,6804.2,737.9
28317,1522.2,197.6
28318,3214.7,397.7
28319,2624.7,306.9
28320,1142.9,155.0
28321,997.1,107.9
28323,29686.0,1699.4
28324,2616.8,221.5
28325,4771.9,509.8
28326,1557.1,199.4
28327,3769.3,415.4
28328,2429.3,307.6
28329,4033.8,532.2
28330,1015.6,135.8
28331,1822.2,199.7
28332,2545.1,370.1
28333,2099.1,226.5
28334,1103.2,152.2
28335,6523.9,829.0
28336,4680.8,437.0
28337,4686.8,533.2
28338,4115.7,540.2
28339,1905.8,195.4
28340,1043.7,111.1
28341,23622.8,1302.7
28342,9696.2,922.2
28343,376.6,45.0
28344,2726.6,325.2
28345,4311.3,421.1
28346,1931.9,255.1
28347,29000.0,1758.0
28348,1821.2,208.4
28349,1957.2,271.0
28350,921.2,125.8
28351,4019.5,430.5
28352,2100.3,274.3
28353,1668.6,251.2
28354,4392.0,471.0
28355,3290.2,291.7
28356,4099.8,619.9
28357,7243.6,757.6
28358,803.7,108.2
28359,832.4,125.2
28360,3742.4,504.4
28361,1734.6,229.0
28362,2642.8,365.3
28363,3022.5,321.4
28364,6457.7,627.6
28365,2855.1,376.9
28366,2033.9,253.9
28367,1763.6,238.4
28368,2398.0,284.0
28369,1997.5,225.8
28370,17105.4,1188.7
28371,818.4,107.6
28372,1132.7,75.7
28373,5797.7,728.7
28374,18642.6,1119.2
28375,1560.9,181.9
28376,11447.0,1093.0
28377,2908.8,244.8
28378,4463.1,434.3
28379,9432.2,601.5
28380,8218.6,797.1
28381,5682.2,699.8
28382,1901.9,183.1
28383,28545.9,1750.2
28384,2528.8,351.9
28385,1632.8,176.3
28386,1603.3,202.7
28387,23074.1,1386.3
28388,28961.3,2010.8
28389,1585.6,133.4
28390,3871.1,527.4
28391,1928.4,189.1
28392,14727.9,1094.6
28393,3569.7,483.5
28395,1910.9,253.2
28396,2435.2,342.3
28397,1845.3,257.0
28398,1353.6,205.4
28399,2740.1,299.1
28400,1135.7,191.8
28401,5824.9,564.9
28403,24055.9,1458.7
28404,6409.4,544.4
28405,1015.2,121.1
28406,2669.0,359.5
28407,1816.3,181.4
28408,1500.6,221.3
28409,8905.2,840.3
28410,1094.1,160.9
28411,1820.6,246.1
28412,14070.8,1122.0
28413,3318.7,297.9
28414,28394.4,1913.8
28415,2117.2,217.4
28416,990.6,141.9
28417,11627.3,929.7
28418,2906.3,394.1
28419,2162.2,229.5
28420,930.8,128.0
28421,4387.9,476.9
28422,1130.5,136.4
28423,930.2,128.3
28424,3643.5,341.1
28425,1986.6,243.9
28426,10005.5,829.7
28427,17735.2,1016.7
28428,2449.1,269.1
28429,1989.0,258.7
28430,2794.5,293.0
28431,3948.6,366.3
28432,2396.1,228.9
28433,2360.2,332.7
28434,887.4,126.1
28435,1957.5,269.0
28436,1468.1,195.1
28437,2352.9,262.1
28438,21625.8,1300.9
28439,1025.1,122.4
28440,8068.5,923.5
28441,4250.8,459.0
28442,2069.1,295.1
28443,3225.3,458.4
28444,12473.2,745.2
28445,1964.7,279.0
28446,10449.8,985.3
28447,5195.9,542.8
28448,2365.8,235.3
28449,1753.7,248.9
28450,2413.3,277.5
28451,2691.3,325.9
28452,1603.2,163.9
28453,3570.5,367.7
28454,529.1,82.5
28455,3741.9,457.6
28456,23207.2,1289.0
28457,2972.4,410.1
28459,2703.3,276.0
28460,3770.5,408.5
28461,1130.1,156.9
28462,4943.7,440.2
28463,1860.0,252.6
28464,1533.7,201.0
28465,2146.0,212.5
28466,2170.2,334.9
28467,1656.3,177.9
28468,2074.3,289.1
28469,739.5,106.0
28470,2960.3,375.1
28471,1781.2,244.1
28472,1299.3,196.0
28473,5200.3,582.4
28474,4143.0,375.1
28475,2351.7,274.3
28476,1952.0,193.6
28477,4550.5,492.7
28478,4490.0,578.6
28479,12599.9,967.2
28480,571.8,94.5
28481,3733.1,521.7
28482,2187.3,243.7
28484,1646.0,189.6
28485,8045.9,1027.9
28486,22791.3,1338.3
28487,4882.2,471.7
28488,5063.0,517.5
28489,13029.0,1063.2
28490,22065.6,1318.7
28491,1413.0,126.7
28492,3189.7,431.4
28493,7898.1,768.4
28494,4230.2,475.3
28495,18397.7,1298.7
28496,1266.7,182.7
28497,6381.6,691.8
28498,3700.5,483.5
28499,1150.4,157.2
28500,839.9,123.7
28501,2187.8,247.9
28502,3623.8,375.8
28503,7527.1,892.5
28504,3105.3,361.7
28505,1506.7,164.2
28506,3540.3,316.3
28507,5714.7,532.2
28508,1338.7,196.1
28509,3539.1,497.0
28510,25451.5,1616.7
28511,17071.1,1353.3
28512,1252.0,173.1
28513,10645.8,904.0
28514,2149.4,281.5
28515,3106.6,300.3
28516,4711.9,549.2
28517,3031.1,323.2
28518,6370.7,665.1
28519,22467.8,1247.2
28520,3117.2,327.4
28521,4747.3,433.6
28522,1340.5,140.5
28523,1438.9,193.2
28524,89.1,7.8
28525,2119.3,241.4
28526,6340.6,753.2
28527,833.5,102.7
28528,21607.8,1643.6
28529,2571.8,333.2
28530,2572.8,296.8
28531,1850.8,267.4
28532,4940.8,499.0
28533,741.3,109.5
28535,1628.9,158.9
28536,2865.9,348.6
28537,4072.5,371.8
28538,3487.2,365.1
28539,2285.4,315.2
28540,1378.9,203.8
28541,22458.1,1281.9
28542,5591.6,484.4
28543,2793.6,387.4
28544,8129.3,592.6
28545,6179.3,701.2
28546,5507.1,455.5
28547,1229.1,165.4
28548,4151.4,517.9
28549,921.1,124.8
28550,2011.9,289.9
28551,6051.4,649.4
28552,1711.1,242.9
28554,6582.5,776.1
28555,1452.8,152.0
28556,2612.6,360.9
28557,5171.0,606.8
28558,2495.0,259.8
28559,2129.9,269.2
28560,2396.1,325.9
28561,3746.4,356.2
28562,6693.1,761.3
28563,11159.1,812.3
28564,4155.8,385.1
28565,1797.4,215.3
28566,16854.4,1364.9
28567,5332.5,670.8
28568,5238.8,537.7
28569,10528.3,821.0
28570,1559.4,200.5
28571,2680.7,364.0
28572,23285.3,1282.3
28573,3759.0,455.9
28574,6793.9,677.0
28575,1559.3,229.1
28576,2690.2,346.9
28577,2949.5,324.8
28578,2210.2,278.5
28579,16304.0,980.8
28580,1451.5,205.3
28581,2737.1,347.6
28582,2710.7,402.0
28583,5724.2,775.0
28584,7180.8,615.7
28585,5269.3,516.3
28586,1528.0,212.1
28587,1453.7,116.6
28588,2226.7,272.6
28589,1383.1,181.8
28590,5834.3,709.1
28591,2192.3,331.3
28592,7169.5,730.3
28593,954.3,133.2
28594,1708.0,266.5
28595,1924.8,253.7
28596,4408.9,576.4
28597,5375.8,489.8
28598,15842.9,1269.3
28599,4402.8,565.3
28600,6454.8,700.4
28601,7234.2,751.0
28602,8939.0,877.7
28603,1237.4,152.5
28604,7936.3,763.9
28605,2777.8,289.2
28606,15515.2,1051.8
28607,5967.2,572.7
28608,2258.2,311.1
28609,1951.1,282.4
28610,15946.9,1274.0
28611,4858.7,601.0
28612,6733.5,849.5
28613,3635.7,399.5
28614,2145.2,289.7
28615,2483.0,275.2
28616,2640.3,352.4
28617,4970.3,497.9
28618,8975.0,673.6
28619,2533.8,369.0
28620,3399.7,400.7
28621,1979.7,228.3
28622,2367.5,231.0
28623,1915.5,186.9
28625,1995.0,242.4
28626,2219.8,254.9
28627,2488.9,251.1
28628,25828.9,1584.0
28629,1332.9,158.4
28630,1791.0,242.8
28631,2048.1,257.1
28632,3074.1,322.4
28633,797.2,103.5
28634,1624.5,173.4
28635,1590.5,225.6
28636,1025.4,117.6
28637,1108.2,143.9
28638,3210.4,342.9
28639,322.3,58.8
28640,1160.8,138.0
28641,3386.8,354.3
28642,10876.1,1184.9
28643,2789.0,350.8
28644,3506.9,428.1
28645,2673.1,358.2
28646,1943.5,213.4
28647,13503.9,1156.1
28648,3219.6,306.2
28649,6570.6,660.8
28650,3231.6,452.5
28652,2186.0,312.2
28653,1270.6,154.9
28654,12699.7,1016.5
28655,1957.0,222.2
28656,2757.6,368.5
28657,28156.1,1798.5
28658,1265.3,156.9
28659,3318.5,373.6
28660,4383.1,601.9
28661,3228.5,334.8
28662,5090.6,462.5
28663,2153.3,311.6
28664,22831.4,1249.9
28665,2205.0,289.0
28666,2139.0,227.5
28667,1261.5,210.3
28668,3855.3,384.1
28669,9083.5,665.3
28670,1671.5,187.9
28671,2033.6,218.6
28672,5493.1,644.6
28673,7849.2,620.4
28674,29300.2,1806.8
28675,2824.6,395.3
28676,1935.8,198.9
28677,883.2,131.7
28678,1445.6,194.4
28679,4965.1,479.3
28680,4942.1,576.9
28681,3211.3,336.7
28682,1297.5,175.1
28683,4144.3,431.0
28684,2291.4,220.6
28685,3689.5,439.5
28686,2859.5,345.0
28687,2949.1,416.9
28688,5275.8,630.5
28689,6809.7,740.5
28690,3893.2,425.5
28691,1892.1,191.3
28692,3007.7,404.5
28693,19094.1,1117.9
28694,1642.5,208.6
28695,1303.6,186.1
28696,2668.2,341.6
28697,3416.4,359.1
28698,31313.0,2093.6
28699,22795.5,1327.8
28700,1155.2,186.2
28701,2143.0,286.5
28702,4624.6,566.1
28703,3103.2,384.2
28704,11630.9,1037.4
28705,31527.1,2038.2
28706,186.3,32.3
28707,3039.1,420.8
28708,2683.0,359.4
28709,1012.9,98.5
28711,3150.6,393.1
28712,1861.7,155.5
28713,3372.1,418.8
28714,3413.2,486.7
28715,3583.4,500.8
28716,2107.6,252.7
28717,1126.5,156.5
28718,2441.0,290.7
28719,5135.9,702.5
28720,31735.0,2126.2
28721,11479.9,690.9
28722,2163.4,292.8
28723,771.7,104.4
28724,1404.1,154.4
28725,4493.1,438.9
28726,21158.3,1238.4
28727,3776.0,572.8
28728,928.2,111.6
28729,548.1,54.6
28730,1942.4,266.7
28731,3187.7,328.0
28732,7506.1,697.0
28733,4677.0,508.5
28734,7323.5,684.8
28735,2354.4,223.0
28736,1997.5,273.6
28737,5030.8,568.8
28738,5197.8,646.7
28739,1858.2,242.9
28740,3607.8,379.9
28741,1139.7,164.1
28742,2173.3,251.3
28743,3803.1,527.2
28744,4440.0,530.0
28745,946.6,135.1
28746,1682.5,217.2
28747,10889.6,925.9
28748,1978.2,225.9
28749,1041.2,102.3
28750,4091.8,386.0
28751,3557.9,489.4
28752,2570.9,327.8
28753,2496.3,242.7
28754,13751.2,1062.8
28756,2617.7,342.4
28757,928.4,108.6
28758,4725.5,449.5
28759,3872.2,555.1
28760,1670.8,213.5
28761,1126.2,144.6
28762,13578.4,1191.6
28763,29043.2,1984.0
28764,4770.0,558.9
28765,1499.2,225.7
28766,1259.4,174.6
28767,1391.2,191.0
28768,1918.9,204.0
28769,1839.3,211.2
28770,2096.8,222.8
28771,2913.1,284.6
28772,2335.9,317.3
28773,1653.5,219.1
28774,904.3,124.7
28775,2260.3,328.9
28776,1547.9,209.3
28777,2042.5,246.9
28778,3360.9,429.1
28779,3194.2,340.3
28780,1518.3,156.3
28781,1284.5,177.4
28782,16780.8,1349.9
28783,2383.6,336.1
28784,1512.5,173.8
28785,3530.9,475.6
28786,2275.2,361.5
28787,1327.7,133.5
28788,3748.4,372.8
28789,2377.3,280.9
28790,2754.8,371.1
28791,1394.4,161.8
28792,11386.1,1124.8
28793,7737.1,769.9
28794,1726.8,181.1
28795,1735.1,229.1
28796,5038.9,442.5
28797,9260.3,744.0
28798,2728.1,325.4
28799,971.2,120.8
28800,3428.5,416.4
28801,2209.8,298.7
28802,7778.4,760.3
28803,808.5,109.9
28804,5824.9,731.0
28805,5531.2,725.2
28806,5381.0,544.0
28807,2713.1,328.9
28808,2200.4,220.0
28809,1375.2,184.5
28810,19325.3,1232.4
28811,5514.9,560.5
28812,1417.9,193.8
28813,2038.4,229.4
28814,1300.3,175.7
28815,3849.6,557.7
28816,2606.8,293.0
28817,1902.9,260.8
28818,7549.5,841.2
28819,4069.0,521.7
28820,1590.3,209.2
28821,2364.8,318.3
